Timestamp,Asset_ID,Wspd_Avg,P_Active_kW,Temp_Ambient_degC,Blade_Pitch_Avg,Grid_Curtailment_Flag
10/05/2024 11:00,KLM-WTG03,9.58,800.1,17.3,0.12,0
10/05/2024 11:10,KLM-WTG03,8.97,639.1,17.5,0.3,0
10/05/2024 11:20,KLM-WTG03,9.54,763.0,16.8,0.28,0
10/05/2024 11:30,KLM-WTG03,10.89,1407.0,16.9,0.21,0
10/05/2024 11:40,KLM-WTG03,11.51,1737.5,16.8,0.23,0
10/05/2024 11:50,KLM-WTG03,12.17,1997.9,17.1,0.8,0
10/05/2024 12:00,KLM-WTG03,7.95,336.9,17.1,0.18,0
10/05/2024 12:10,KLM-WTG03,10.38,1160.4,16.8,0.23,0
10/05/2024 12:20,KLM-WTG03,8.93,581.1,16.5,0.19,0
10/05/2024 12:30,KLM-WTG03,10.24,1086.3,16.6,0.18,0
10/05/2024 12:40,KLM-WTG03,13.99,2032.5,16.4,4.09,0
10/05/2024 12:50,KLM-WTG03,10.88,1368.4,16.2,0.29,0
10/05/2024 13:00,KLM-WTG03,11.73,1881.1,16.4,0.2,0
10/05/2024 13:10,KLM-WTG03,13.26,2054.8,16.0,2.77,0
10/05/2024 13:20,KLM-WTG03,11.95,2004.9,15.6,0.18,0
10/05/2024 13:30,KLM-WTG03,9.52,767.1,15.6,0.17,0
10/05/2024 13:40,KLM-WTG03,8.21,425.4,15.4,0.09,0
10/05/2024 13:50,KLM-WTG03,10.01,956.0,15.8,0.07,0
10/05/2024 14:00,KLM-WTG03,9.13,619.8,15.6,0.18,0
10/05/2024 14:10,KLM-WTG03,7.63,265.9,15.5,0.38,0
10/05/2024 14:20,KLM-WTG03,10.2,1042.9,15.5,0.33,0
10/05/2024 14:30,KLM-WTG03,10.16,1050.2,15.5,0.18,0
10/05/2024 14:40,KLM-WTG03,12.33,2102.8,14.8,1.1,0
10/05/2024 14:50,KLM-WTG03,9.05,628.9,15.0,0.35,0
10/05/2024 15:00,KLM-WTG03,9.93,964.3,14.2,0.24,0
10/05/2024 15:10,KLM-WTG03,8.43,464.4,15.0,0.26,0
10/05/2024 15:20,KLM-WTG03,10.65,1234.4,14.0,0.21,0
10/05/2024 15:30,KLM-WTG03,9.06,647.4,14.0,0.35,0
10/05/2024 15:40,KLM-WTG03,7.4,224.6,13.9,0.25,0
10/05/2024 15:50,KLM-WTG03,9.04,623.5,13.5,0.19,0
10/05/2024 16:00,KLM-WTG03,9.55,798.8,13.8,0.22,0
10/05/2024 16:10,KLM-WTG03,9.26,699.1,13.7,0.34,0
10/05/2024 16:20,KLM-WTG03,10.34,1129.4,13.4,0.23,0
10/05/2024 16:30,KLM-WTG03,6.5,158.3,12.9,0.31,0
10/05/2024 16:40,KLM-WTG03,7.31,223.6,13.8,16.2,1
10/05/2024 16:50,KLM-WTG03,9.43,767.9,13.2,16.2,1
10/05/2024 17:00,KLM-WTG03,7.28,206.0,13.7,16.76,1
10/05/2024 17:10,KLM-WTG03,8.63,498.7,12.5,16.51,1
10/05/2024 17:20,KLM-WTG03,4.54,14.6,12.9,16.85,1
10/05/2024 17:30,KLM-WTG03,12.13,800.0,12.7,16.83,1
10/05/2024 17:40,KLM-WTG03,7.55,276.7,12.2,16.17,1
10/05/2024 17:50,KLM-WTG03,9.64,800.0,12.6,16.07,1
10/05/2024 18:00,KLM-WTG03,7.23,235.7,11.9,16.32,1
10/05/2024 18:10,KLM-WTG03,8.25,387.6,11.8,16.04,1
10/05/2024 18:20,KLM-WTG03,9.76,800.0,10.8,16.66,1
10/05/2024 18:30,KLM-WTG03,9.16,672.8,11.8,16.22,1
10/05/2024 18:40,KLM-WTG03,7.0,208.6,11.2,16.48,1
10/05/2024 18:50,KLM-WTG03,6.99,172.5,11.3,16.34,1
10/05/2024 19:00,KLM-WTG03,8.59,493.3,11.1,16.85,1
10/05/2024 19:10,KLM-WTG03,10.48,800.0,11.2,16.36,1
10/05/2024 19:20,KLM-WTG03,7.16,214.9,11.3,16.54,1
10/05/2024 19:30,KLM-WTG03,9.69,800.0,11.1,16.61,1
10/05/2024 19:40,KLM-WTG03,6.29,106.3,11.2,16.35,1
10/05/2024 19:50,KLM-WTG03,7.97,369.4,11.3,15.96,1
10/05/2024 20:00,KLM-WTG03,8.08,382.4,10.8,16.71,1
10/05/2024 20:10,KLM-WTG03,5.71,82.6,10.7,16.82,1
10/05/2024 20:20,KLM-WTG03,5.1,66.3,11.0,16.6,1
10/05/2024 20:30,KLM-WTG03,7.83,349.1,11.0,17.03,1
10/05/2024 20:40,KLM-WTG03,5.21,20.4,10.9,16.33,1
10/05/2024 20:50,KLM-WTG03,4.56,24.7,10.3,16.44,1
10/05/2024 21:00,KLM-WTG03,4.77,26.7,10.7,16.54,1
10/05/2024 21:10,KLM-WTG03,4.89,41.2,10.6,16.71,1
10/05/2024 21:20,KLM-WTG03,6.87,195.1,10.8,16.3,1
10/05/2024 21:30,KLM-WTG03,6.26,120.9,10.3,16.67,1
10/05/2024 21:40,KLM-WTG03,6.46,113.0,10.0,16.12,1
10/05/2024 21:50,KLM-WTG03,5.92,92.0,10.7,16.11,1
10/05/2024 22:00,KLM-WTG03,4.3,23.5,9.7,16.19,1
10/05/2024 22:10,KLM-WTG03,6.13,62.5,10.3,16.38,1
10/05/2024 22:20,KLM-WTG03,6.77,186.8,10.2,16.64,1
10/05/2024 22:30,KLM-WTG03,5.78,70.7,10.3,16.75,1
10/05/2024 22:40,KLM-WTG03,5.48,53.0,10.4,17.42,1
10/05/2024 22:50,KLM-WTG03,3.57,0.0,11.0,16.0,1
10/05/2024 23:00,KLM-WTG03,4.95,31.5,10.9,16.73,1
10/05/2024 23:10,KLM-WTG03,3.31,0.0,10.7,16.26,1
10/05/2024 23:20,KLM-WTG03,4.42,5.1,11.1,16.58,1
10/05/2024 23:30,KLM-WTG03,2.0,0.0,10.5,16.6,1
10/05/2024 23:40,KLM-WTG03,2.0,0.0,10.6,16.74,1
10/05/2024 23:50,KLM-WTG03,3.92,10.8,11.3,16.45,1
11/05/2024 00:00,KLM-WTG03,3.31,4.3,11.3,16.8,1
11/05/2024 00:10,KLM-WTG03,4.22,10.9,11.0,16.86,1
11/05/2024 00:20,KLM-WTG03,3.78,0.0,10.9,16.35,1
11/05/2024 00:30,KLM-WTG03,3.96,9.3,11.8,16.3,1
11/05/2024 00:40,KLM-WTG03,4.76,11.7,11.0,16.29,1
11/05/2024 00:50,KLM-WTG03,3.08,0.0,11.4,15.99,1
11/05/2024 01:00,KLM-WTG03,3.39,0.0,11.8,16.82,1
11/05/2024 01:10,KLM-WTG03,5.84,43.9,12.4,16.39,1
11/05/2024 01:20,KLM-WTG03,3.6,0.0,12.1,16.16,1
11/05/2024 01:30,KLM-WTG03,3.27,0.0,12.2,16.76,1
11/05/2024 01:40,KLM-WTG03,3.61,0.0,12.0,16.45,1
11/05/2024 01:50,KLM-WTG03,3.19,27.1,12.5,16.57,1
11/05/2024 02:00,KLM-WTG03,2.32,0.0,12.5,16.18,1
11/05/2024 02:10,KLM-WTG03,2.0,0.0,12.1,16.15,1
11/05/2024 02:20,KLM-WTG03,2.15,0.0,13.0,16.51,1
11/05/2024 02:30,KLM-WTG03,4.57,0.0,13.2,16.25,1
11/05/2024 02:40,KLM-WTG03,2.28,0.0,13.3,16.49,1
11/05/2024 02:50,KLM-WTG03,2.95,0.0,13.2,15.93,1
11/05/2024 03:00,KLM-WTG03,4.21,0.0,13.1,15.8,1
11/05/2024 03:10,KLM-WTG03,2.71,0.0,12.8,16.66,1
11/05/2024 03:20,KLM-WTG03,4.05,36.1,13.7,16.7,1
11/05/2024 03:30,KLM-WTG03,2.0,0.0,14.1,16.38,1
11/05/2024 03:40,KLM-WTG03,2.86,0.0,14.2,16.74,1
11/05/2024 03:50,KLM-WTG03,3.16,24.5,14.3,16.14,1
11/05/2024 04:00,KLM-WTG03,3.06,0.0,14.2,16.48,1
11/05/2024 04:10,KLM-WTG03,2.0,0.0,14.7,15.5,1
11/05/2024 04:20,KLM-WTG03,4.81,0.0,14.8,16.81,1
11/05/2024 04:30,KLM-WTG03,2.0,0.0,14.6,16.42,1
11/05/2024 04:40,KLM-WTG03,3.5,21.4,15.1,15.91,1
11/05/2024 04:50,KLM-WTG03,3.01,0.0,14.8,16.58,1
11/05/2024 05:00,KLM-WTG03,4.51,0.0,15.3,17.31,1
11/05/2024 05:10,KLM-WTG03,6.29,75.7,14.9,15.87,1
11/05/2024 05:20,KLM-WTG03,2.0,0.0,15.1,16.76,1
11/05/2024 05:30,KLM-WTG03,2.06,0.0,15.9,16.23,1
11/05/2024 05:40,KLM-WTG03,3.33,8.1,16.0,16.59,1
11/05/2024 05:50,KLM-WTG03,2.0,0.0,16.0,16.23,1
11/05/2024 06:00,KLM-WTG03,4.26,0.0,16.0,16.37,1
11/05/2024 06:10,KLM-WTG03,4.38,15.0,15.4,0.18,0
11/05/2024 06:20,KLM-WTG03,3.98,4.0,16.2,0.24,0
11/05/2024 06:30,KLM-WTG03,3.53,0.0,16.5,0.1,0
11/05/2024 06:40,KLM-WTG03,5.26,21.9,16.3,0.32,0
11/05/2024 06:50,KLM-WTG03,2.0,0.0,16.3,0.0,0
11/05/2024 07:00,KLM-WTG03,3.38,2.5,17.1,0.12,0
11/05/2024 07:10,KLM-WTG03,2.22,0.0,16.7,0.0,0
11/05/2024 07:20,KLM-WTG03,4.7,21.9,17.0,0.25,0
11/05/2024 07:30,KLM-WTG03,2.0,0.0,17.2,0.0,0
11/05/2024 07:40,KLM-WTG03,3.42,10.6,16.7,0.1,0
11/05/2024 07:50,KLM-WTG03,4.02,0.0,17.1,0.13,0
11/05/2024 08:00,KLM-WTG03,2.15,0.0,17.6,0.0,0
11/05/2024 08:10,KLM-WTG03,2.69,0.0,17.8,0.0,0
11/05/2024 08:20,KLM-WTG03,3.71,0.0,17.3,0.25,0
11/05/2024 08:30,KLM-WTG03,5.19,35.3,17.3,0.24,0
11/05/2024 08:40,KLM-WTG03,2.27,0.0,17.5,0.0,0
11/05/2024 08:50,KLM-WTG03,2.6,0.0,17.5,0.0,0
11/05/2024 09:00,KLM-WTG03,5.64,79.1,17.9,0.27,0
11/05/2024 09:10,KLM-WTG03,3.62,0.0,17.2,0.08,0
11/05/2024 09:20,KLM-WTG03,2.94,0.0,17.4,0.0,0
11/05/2024 09:30,KLM-WTG03,5.27,18.7,17.2,0.17,0
11/05/2024 09:40,KLM-WTG03,3.53,17.0,17.2,0.2,0
11/05/2024 09:50,KLM-WTG03,5.88,54.0,17.6,0.13,0
11/05/2024 10:00,KLM-WTG03,3.43,0.0,17.7,0.29,0
11/05/2024 10:10,KLM-WTG03,4.27,37.5,17.3,0.18,0
11/05/2024 10:20,KLM-WTG03,6.01,75.8,17.7,0.08,0
11/05/2024 10:30,KLM-WTG03,4.34,45.6,17.8,0.06,0
11/05/2024 10:40,KLM-WTG03,5.9,92.4,18.0,0.16,0
11/05/2024 10:50,KLM-WTG03,4.76,3.5,17.4,0.09,0
11/05/2024 11:00,KLM-WTG03,7.93,384.8,17.1,0.22,0
11/05/2024 11:10,KLM-WTG03,7.4,240.6,16.9,0.29,0
11/05/2024 11:20,KLM-WTG03,3.15,0.0,16.9,0.2,0
11/05/2024 11:30,KLM-WTG03,6.03,79.2,17.5,0.15,0
11/05/2024 11:40,KLM-WTG03,4.12,27.9,16.6,0.18,0
11/05/2024 11:50,KLM-WTG03,5.73,26.2,17.3,0.17,0
11/05/2024 12:00,KLM-WTG03,5.65,57.2,16.6,0.11,0
11/05/2024 12:10,KLM-WTG03,4.06,0.0,16.6,0.15,0
11/05/2024 12:20,KLM-WTG03,7.34,254.2,16.7,0.15,0
11/05/2024 12:30,KLM-WTG03,6.16,117.4,16.4,0.14,0
11/05/2024 12:40,KLM-WTG03,5.53,52.3,16.8,0.16,0
11/05/2024 12:50,KLM-WTG03,5.41,54.4,16.9,0.09,0
11/05/2024 13:00,KLM-WTG03,6.38,123.8,16.1,0.21,0
11/05/2024 13:10,KLM-WTG03,6.89,153.2,16.0,0.18,0
11/05/2024 13:20,KLM-WTG03,6.2,123.0,16.0,0.21,0
11/05/2024 13:30,KLM-WTG03,2.25,0.0,16.1,0.0,0
11/05/2024 13:40,KLM-WTG03,6.63,120.7,15.7,0.08,0
11/05/2024 13:50,KLM-WTG03,4.55,20.6,16.0,0.22,0
11/05/2024 14:00,KLM-WTG03,6.51,135.6,15.8,0.05,0
11/05/2024 14:10,KLM-WTG03,4.83,0.0,15.0,0.31,0
11/05/2024 14:20,KLM-WTG03,4.92,26.5,15.4,0.25,0
11/05/2024 14:30,KLM-WTG03,9.01,589.9,15.5,0.1,0
11/05/2024 14:40,KLM-WTG03,6.78,172.0,14.8,0.3,0
11/05/2024 14:50,KLM-WTG03,6.78,129.7,14.7,0.07,0
11/05/2024 15:00,KLM-WTG03,8.2,394.2,14.5,0.12,0
11/05/2024 15:10,KLM-WTG03,7.03,168.1,14.3,0.07,0
11/05/2024 15:20,KLM-WTG03,10.85,1352.3,13.8,0.08,0
11/05/2024 15:30,KLM-WTG03,7.39,216.8,13.8,0.23,0
11/05/2024 15:40,KLM-WTG03,8.46,456.4,14.0,0.25,0
11/05/2024 15:50,KLM-WTG03,9.47,730.1,14.3,0.2,0
11/05/2024 16:00,KLM-WTG03,10.53,1240.5,13.5,0.16,0
11/05/2024 16:10,KLM-WTG03,7.11,212.4,13.4,0.28,0
11/05/2024 16:20,KLM-WTG03,7.7,310.1,13.9,0.22,0
11/05/2024 16:30,KLM-WTG03,10.35,1126.1,12.9,0.27,0
11/05/2024 16:40,KLM-WTG03,9.75,877.9,12.6,0.09,0
11/05/2024 16:50,KLM-WTG03,10.25,1037.0,12.7,0.04,0
11/05/2024 17:00,KLM-WTG03,6.68,135.0,12.6,0.26,0
11/05/2024 17:10,KLM-WTG03,11.16,1503.3,12.1,0.29,0
11/05/2024 17:20,KLM-WTG03,7.79,298.6,12.5,0.15,0
11/05/2024 17:30,KLM-WTG03,9.31,691.0,12.7,0.01,0
11/05/2024 17:40,KLM-WTG03,8.9,581.1,11.9,0.37,0
11/05/2024 17:50,KLM-WTG03,7.89,328.2,12.2,0.01,0
11/05/2024 18:00,KLM-WTG03,7.18,221.3,12.1,0.04,0
11/05/2024 18:10,KLM-WTG03,6.77,127.0,11.8,0.18,0
11/05/2024 18:20,KLM-WTG03,9.66,831.4,11.8,0.1,0
11/05/2024 18:30,KLM-WTG03,7.27,214.0,11.7,0.27,0
11/05/2024 18:40,KLM-WTG03,7.94,356.9,11.3,0.33,0
11/05/2024 18:50,KLM-WTG03,9.4,775.0,11.9,0.28,0
11/05/2024 19:00,KLM-WTG03,5.85,60.5,11.7,0.29,0
11/05/2024 19:10,KLM-WTG03,11.05,1476.6,11.6,0.25,0
11/05/2024 19:20,KLM-WTG03,6.34,108.5,11.4,0.11,0
11/05/2024 19:30,KLM-WTG03,9.91,908.6,10.6,0.19,0
11/05/2024 19:40,KLM-WTG03,10.12,1019.0,11.2,0.13,0
11/05/2024 19:50,KLM-WTG03,10.97,1434.8,11.1,0.41,0
11/05/2024 20:00,KLM-WTG03,10.17,1002.1,10.4,0.26,0
11/05/2024 20:10,KLM-WTG03,13.32,2048.4,10.7,2.88,0
11/05/2024 20:20,KLM-WTG03,10.68,1283.8,10.8,0.16,0
11/05/2024 20:30,KLM-WTG03,12.0,2044.4,11.2,0.21,0
11/05/2024 20:40,KLM-WTG03,9.39,726.4,10.8,0.05,0
11/05/2024 20:50,KLM-WTG03,10.71,1281.9,10.3,0.06,0
11/05/2024 21:00,KLM-WTG03,12.9,2066.3,11.1,2.11,0
11/05/2024 21:10,KLM-WTG03,10.27,1041.5,10.5,0.3,0
11/05/2024 21:20,KLM-WTG03,10.96,1424.8,10.4,0.24,0
11/05/2024 21:30,KLM-WTG03,12.18,1995.9,10.4,0.83,0
11/05/2024 21:40,KLM-WTG03,9.64,815.3,10.0,0.32,0
11/05/2024 21:50,KLM-WTG03,7.54,253.5,10.5,0.09,0
11/05/2024 22:00,KLM-WTG03,11.2,1539.7,10.7,0.19,0
11/05/2024 22:10,KLM-WTG03,12.33,2028.7,10.4,1.1,0
11/05/2024 22:20,KLM-WTG03,8.85,588.3,10.7,0.19,0
11/05/2024 22:30,KLM-WTG03,11.91,1977.9,10.3,0.07,0
11/05/2024 22:40,KLM-WTG03,11.94,2020.5,10.6,0.25,0
11/05/2024 22:50,KLM-WTG03,7.54,246.6,10.8,-0.02,0
11/05/2024 23:00,KLM-WTG03,9.56,801.4,10.8,0.18,0
11/05/2024 23:10,KLM-WTG03,10.38,1138.1,10.3,0.4,0
11/05/2024 23:20,KLM-WTG03,10.72,1291.8,10.7,0.15,0
11/05/2024 23:30,KLM-WTG03,9.88,892.6,11.4,0.17,0
11/05/2024 23:40,KLM-WTG03,9.8,888.6,10.8,0.21,0
11/05/2024 23:50,KLM-WTG03,13.51,2093.1,11.1,3.21,0
