time,turbine,windspeed,power_kw,ambient_temp,gearbox_temp,stator_temp,pitch
2024-06-20T03:50:00Z,T-IND-07,10.68,1304.6,37.6,73.2,82.0,0.5
2024-06-20T04:00:00Z,T-IND-07,10.78,1355.2,36.9,72.7,81.4,0.5
2024-06-20T04:10:00Z,T-IND-07,10.0,986.2,38.1,70.0,77.7,0.5
2024-06-20T04:20:00Z,T-IND-07,10.97,1457.9,37.5,75.2,84.1,0.5
2024-06-20T04:30:00Z,T-IND-07,11.48,1755.4,37.0,77.7,88.0,0.5
2024-06-20T04:40:00Z,T-IND-07,12.4,2100.0,37.6,82.4,94.1,0.73
2024-06-20T04:50:00Z,T-IND-07,11.46,1743.3,38.4,79.6,89.2,0.5
2024-06-20T05:00:00Z,T-IND-07,9.92,956.1,38.1,69.4,76.6,0.5
2024-06-20T05:10:00Z,T-IND-07,11.91,2035.4,38.7,83.6,93.5,0.5
2024-06-20T05:20:00Z,T-IND-07,11.35,1675.6,39.0,79.4,88.7,0.5
2024-06-20T05:30:00Z,T-IND-07,13.02,2100.0,39.0,83.9,94.3,1.84
2024-06-20T05:40:00Z,T-IND-07,13.13,2100.0,39.1,84.2,95.1,2.03
2024-06-20T05:50:00Z,T-IND-07,13.2,2100.0,39.0,84.7,94.5,2.16
2024-06-20T06:00:00Z,T-IND-07,11.21,1596.9,39.7,79.6,88.2,0.5
2024-06-20T06:10:00Z,T-IND-07,13.8,2100.0,39.0,84.2,94.7,3.24
2024-06-20T06:20:00Z,T-IND-07,12.2,2100.0,39.7,84.9,96.0,0.35
2024-06-20T06:30:00Z,T-IND-07,13.5,2100.0,39.8,85.2,95.3,2.7
2024-06-20T06:40:00Z,T-IND-07,11.4,1706.6,40.3,81.1,90.4,0.5
2024-06-20T06:50:00Z,T-IND-07,11.63,1849.0,40.4,82.7,92.5,0.5
2024-06-20T07:00:00Z,T-IND-07,12.22,2100.0,41.1,85.7,97.1,0.39
2024-06-20T07:10:00Z,T-IND-07,12.11,2100.0,41.5,86.5,96.8,0.21
2024-06-20T07:20:00Z,T-IND-07,13.23,2100.0,40.5,85.9,97.0,2.22
2024-06-20T07:30:00Z,T-IND-07,11.75,1933.1,41.9,84.7,94.9,0.5
2024-06-20T07:40:00Z,T-IND-07,13.16,2100.0,41.0,85.8,97.0,2.09
2024-06-20T07:50:00Z,T-IND-07,12.73,2100.0,41.5,86.4,97.4,1.32
2024-06-20T08:00:00Z,T-IND-07,11.79,1954.1,41.7,85.1,94.8,0.5
2024-06-20T08:10:00Z,T-IND-07,12.65,2100.0,42.6,87.1,97.3,1.17
2024-06-20T08:20:00Z,T-IND-07,11.52,1781.1,41.5,83.1,92.7,0.5
2024-06-20T08:30:00Z,T-IND-07,14.33,2100.0,41.1,86.6,96.6,4.2
2024-06-20T08:40:00Z,T-IND-07,9.31,722.9,42.6,71.2,77.7,0.5
2024-06-20T08:50:00Z,T-IND-07,12.63,2100.0,41.7,86.5,96.9,1.13
2024-06-20T09:00:00Z,T-IND-07,10.17,1063.6,42.0,75.3,82.9,0.5
2024-06-20T09:10:00Z,T-IND-07,11.69,1891.5,41.8,84.1,94.8,0.5
2024-06-20T09:20:00Z,T-IND-07,11.81,1967.9,42.1,85.4,95.6,0.5
2024-06-20T09:30:00Z,T-IND-07,13.37,2100.0,42.0,87.7,97.2,2.47
2024-06-20T09:40:00Z,T-IND-07,11.14,1555.0,42.7,81.0,90.4,0.5
2024-06-20T09:50:00Z,T-IND-07,13.11,2100.0,42.5,88.1,98.9,2.0
2024-06-20T10:00:00Z,T-IND-07,10.58,1257.0,42.2,76.5,85.3,0.5
2024-06-20T10:10:00Z,T-IND-07,13.07,2100.0,42.9,87.9,98.8,1.93
2024-06-20T10:20:00Z,T-IND-07,11.21,1592.3,42.6,81.8,90.2,0.5
2024-06-20T10:30:00Z,T-IND-07,11.71,1902.8,41.8,84.3,95.0,0.5
2024-06-20T10:40:00Z,T-IND-07,11.25,1617.9,42.9,82.4,91.6,0.5
2024-06-20T10:50:00Z,T-IND-07,12.82,2100.0,42.6,87.4,98.5,1.47
2024-06-20T11:00:00Z,T-IND-07,12.57,2100.0,43.0,88.3,99.0,1.03
2024-06-20T11:10:00Z,T-IND-07,11.87,2009.4,42.5,86.0,96.5,0.5
2024-06-20T11:20:00Z,T-IND-07,10.21,1081.5,42.1,74.4,83.3,0.5
2024-06-20T11:30:00Z,T-IND-07,10.59,1259.0,42.3,77.6,85.4,0.5
2024-06-20T11:40:00Z,T-IND-07,10.21,1080.2,42.6,75.3,82.8,0.5
2024-06-20T11:50:00Z,T-IND-07,8.92,599.1,41.9,69.5,76.0,0.5
2024-06-20T12:00:00Z,T-IND-07,12.37,2100.0,42.0,86.8,98.6,0.66
2024-06-20T12:10:00Z,T-IND-07,10.7,1317.5,42.0,77.7,86.0,0.5
2024-06-20T12:20:00Z,T-IND-07,10.62,1274.8,41.6,77.3,85.0,0.5
2024-06-20T12:30:00Z,T-IND-07,12.38,2100.0,41.6,86.7,97.7,0.68
2024-06-20T12:40:00Z,T-IND-07,10.33,1134.3,41.9,74.7,83.3,0.5
2024-06-20T12:50:00Z,T-IND-07,9.89,940.4,42.2,73.2,79.8,0.5
2024-06-20T13:00:00Z,T-IND-07,10.42,1176.7,41.7,75.5,83.4,0.5
2024-06-20T13:10:00Z,T-IND-07,9.43,765.3,41.5,71.0,76.6,0.5
2024-06-20T13:20:00Z,T-IND-07,10.82,1377.9,41.0,77.1,86.1,0.5
2024-06-20T13:30:00Z,T-IND-07,10.02,994.9,41.7,73.0,80.5,0.5
2024-06-20T13:40:00Z,T-IND-07,9.79,903.5,41.2,71.3,79.5,0.5
2024-06-20T13:50:00Z,T-IND-07,9.62,835.1,40.6,70.5,77.4,0.5
2024-06-20T14:00:00Z,T-IND-07,10.02,994.5,41.1,73.3,79.9,0.5
2024-06-20T14:10:00Z,T-IND-07,10.11,1036.7,40.8,73.1,80.1,0.5
2024-06-20T14:20:00Z,T-IND-07,9.42,761.0,40.1,68.8,75.3,0.5
2024-06-20T14:30:00Z,T-IND-07,9.48,785.1,40.2,69.4,76.0,0.5
2024-06-20T14:40:00Z,T-IND-07,9.67,853.2,39.9,70.2,76.5,0.5
2024-06-20T14:50:00Z,T-IND-07,9.47,779.9,41.0,70.4,77.1,0.5
2024-06-20T15:00:00Z,T-IND-07,9.59,823.0,40.0,69.6,76.1,0.5
2024-06-20T15:10:00Z,T-IND-07,8.78,556.6,39.6,66.3,72.0,0.5
2024-06-20T15:20:00Z,T-IND-07,10.36,1150.8,39.6,73.4,81.9,0.5
2024-06-20T15:30:00Z,T-IND-07,9.36,740.8,39.8,68.6,74.7,0.5
2024-06-20T15:40:00Z,T-IND-07,8.66,522.4,39.0,64.8,70.5,0.5
2024-06-20T15:50:00Z,T-IND-07,9.41,758.7,38.6,67.0,74.6,0.5
2024-06-20T16:00:00Z,T-IND-07,8.89,589.5,39.0,65.1,72.2,0.5
2024-06-20T16:10:00Z,T-IND-07,7.13,203.6,38.4,60.4,65.2,0.5
2024-06-20T16:20:00Z,T-IND-07,9.11,657.5,37.8,65.3,72.5,0.5
2024-06-20T16:30:00Z,T-IND-07,7.65,290.2,37.5,61.0,66.3,0.5
2024-06-20T16:40:00Z,T-IND-07,9.51,794.4,38.4,68.4,74.6,0.5
2024-06-20T16:50:00Z,T-IND-07,8.24,413.4,37.7,62.1,67.9,0.5
2024-06-20T17:00:00Z,T-IND-07,9.16,673.5,37.2,64.9,71.2,0.5
2024-06-20T17:10:00Z,T-IND-07,7.65,290.4,37.2,60.6,65.5,0.5
2024-06-20T17:20:00Z,T-IND-07,8.26,419.0,37.4,62.5,68.0,0.5
2024-06-20T17:30:00Z,T-IND-07,9.31,722.0,36.7,65.3,71.9,0.5
2024-06-20T17:40:00Z,T-IND-07,7.73,305.3,36.1,59.5,65.4,0.5
2024-06-20T17:50:00Z,T-IND-07,7.32,232.0,36.6,59.2,64.7,0.5
2024-06-20T18:00:00Z,T-IND-07,8.47,472.2,36.8,61.8,67.8,0.5
2024-06-20T18:10:00Z,T-IND-07,8.36,444.5,36.6,61.7,67.5,0.5
2024-06-20T18:20:00Z,T-IND-07,7.09,197.2,35.7,58.4,62.1,0.5
2024-06-20T18:30:00Z,T-IND-07,5.57,48.7,36.3,56.4,60.3,0.5
2024-06-20T18:40:00Z,T-IND-07,6.86,165.3,35.7,58.2,62.4,0.5
2024-06-20T18:50:00Z,T-IND-07,8.06,373.3,35.9,59.9,65.4,0.5
2024-06-20T19:00:00Z,T-IND-07,6.53,126.3,35.5,57.5,61.3,0.5
2024-06-20T19:10:00Z,T-IND-07,7.21,214.9,34.5,56.9,61.4,0.5
2024-06-20T19:20:00Z,T-IND-07,6.48,121.9,35.7,56.7,62.1,0.5
2024-06-20T19:30:00Z,T-IND-07,5.13,28.0,34.9,55.9,58.8,0.5
2024-06-20T19:40:00Z,T-IND-07,6.32,105.1,34.9,56.7,60.3,0.5
2024-06-20T19:50:00Z,T-IND-07,7.59,279.1,34.0,57.6,63.0,0.5
2024-06-20T20:00:00Z,T-IND-07,4.48,9.3,34.6,54.7,58.6,0.5
2024-06-20T20:10:00Z,T-IND-07,7.03,189.2,34.8,57.3,61.1,0.5
2024-06-20T20:20:00Z,T-IND-07,5.53,46.7,35.0,56.0,59.8,0.5
2024-06-20T20:30:00Z,T-IND-07,7.26,223.2,34.7,57.1,61.8,0.5
2024-06-20T20:40:00Z,T-IND-07,7.31,230.4,34.2,56.4,61.5,0.5
2024-06-20T20:50:00Z,T-IND-07,6.36,109.7,33.3,54.5,58.5,0.5
2024-06-20T21:00:00Z,T-IND-07,6.31,104.7,33.9,55.1,59.7,0.5
2024-06-20T21:10:00Z,T-IND-07,5.62,52.0,33.5,54.1,58.7,0.5
2024-06-20T21:20:00Z,T-IND-07,5.03,24.3,33.8,53.8,58.7,0.5
2024-06-20T21:30:00Z,T-IND-07,8.03,367.0,33.2,57.6,63.5,0.5
2024-06-20T21:40:00Z,T-IND-07,5.42,41.1,33.5,55.0,57.9,0.5
2024-06-20T21:50:00Z,T-IND-07,7.82,322.0,33.4,57.0,62.1,0.5
2024-06-20T22:00:00Z,T-IND-07,5.35,37.5,33.3,54.0,58.6,0.5
2024-06-20T22:10:00Z,T-IND-07,6.7,146.1,33.3,54.8,59.7,0.5
2024-06-20T22:20:00Z,T-IND-07,5.01,23.3,33.5,53.7,58.1,0.5
2024-06-20T22:30:00Z,T-IND-07,6.64,138.9,33.6,55.9,59.6,0.5
2024-06-20T22:40:00Z,T-IND-07,5.76,60.9,32.5,52.6,57.8,0.5
2024-06-20T22:50:00Z,T-IND-07,5.76,60.3,32.6,53.0,57.4,0.5
2024-06-20T23:00:00Z,T-IND-07,6.66,141.1,33.4,55.4,59.7,0.5
2024-06-20T23:10:00Z,T-IND-07,5.56,48.5,33.5,54.0,57.9,0.5
2024-06-20T23:20:00Z,T-IND-07,4.59,11.6,33.7,52.7,58.2,0.5
2024-06-20T23:30:00Z,T-IND-07,6.77,154.5,33.4,55.1,60.5,0.5
2024-06-20T23:40:00Z,T-IND-07,4.86,18.5,33.7,54.1,57.7,0.5
2024-06-20T23:50:00Z,T-IND-07,6.52,125.3,33.8,55.7,60.3,0.5
2024-06-21T00:00:00Z,T-IND-07,6.97,180.7,33.5,55.6,60.9,0.5
2024-06-21T00:10:00Z,T-IND-07,5.63,52.3,34.3,54.7,59.2,0.5
2024-06-21T00:20:00Z,T-IND-07,7.19,212.3,34.1,56.8,61.7,0.5
2024-06-21T00:30:00Z,T-IND-07,6.5,123.7,34.3,56.0,60.0,0.5
2024-06-21T00:40:00Z,T-IND-07,5.34,36.8,34.2,55.1,58.7,0.5
2024-06-21T00:50:00Z,T-IND-07,7.45,253.9,35.2,58.0,62.7,0.5
2024-06-21T01:00:00Z,T-IND-07,4.93,20.6,34.7,55.7,58.6,0.5
2024-06-21T01:10:00Z,T-IND-07,5.71,57.6,34.4,55.6,58.7,0.5
2024-06-21T01:20:00Z,T-IND-07,5.91,71.0,35.0,56.1,60.2,0.5
2024-06-21T01:30:00Z,T-IND-07,6.75,151.9,34.2,56.6,60.2,0.5
2024-06-21T01:40:00Z,T-IND-07,7.29,227.8,35.0,57.4,62.4,0.5
2024-06-21T01:50:00Z,T-IND-07,7.26,223.4,35.2,58.6,62.2,0.5
2024-06-21T02:00:00Z,T-IND-07,6.47,120.7,35.3,55.7,61.2,0.5
2024-06-21T02:10:00Z,T-IND-07,6.01,78.5,35.3,56.6,60.0,0.5
2024-06-21T02:20:00Z,T-IND-07,4.51,9.9,35.2,55.6,58.8,0.5
2024-06-21T02:30:00Z,T-IND-07,5.07,25.4,35.4,55.7,60.2,0.5
2024-06-21T02:40:00Z,T-IND-07,8.2,404.2,36.0,60.3,66.2,0.5
2024-06-21T02:50:00Z,T-IND-07,4.65,12.8,35.7,56.3,60.1,0.5
2024-06-21T03:00:00Z,T-IND-07,5.75,60.1,37.0,57.4,62.7,0.5
2024-06-21T03:10:00Z,T-IND-07,7.74,306.6,35.4,59.3,63.2,0.5
2024-06-21T03:20:00Z,T-IND-07,6.86,166.2,36.5,58.9,62.8,0.5
2024-06-21T03:30:00Z,T-IND-07,7.65,288.7,36.9,60.4,65.8,0.5
2024-06-21T03:40:00Z,T-IND-07,7.33,233.1,37.2,59.8,64.0,0.5
2024-06-21T03:50:00Z,T-IND-07,8.32,433.6,36.9,62.6,68.1,0.5
2024-06-21T04:00:00Z,T-IND-07,7.22,215.7,37.9,60.4,65.6,0.5
2024-06-21T04:10:00Z,T-IND-07,7.66,290.6,37.1,60.4,65.5,0.5
2024-06-21T04:20:00Z,T-IND-07,6.34,107.5,37.6,58.8,63.1,0.5
2024-06-21T04:30:00Z,T-IND-07,7.73,304.6,38.3,62.0,66.3,0.5
2024-06-21T04:40:00Z,T-IND-07,6.82,161.2,38.6,60.4,65.2,0.5
2024-06-21T04:50:00Z,T-IND-07,6.85,164.1,37.9,60.5,63.8,0.5
2024-06-21T05:00:00Z,T-IND-07,8.28,423.5,39.7,64.9,70.4,0.5
2024-06-21T05:10:00Z,T-IND-07,8.37,445.7,38.4,63.0,69.4,0.5
2024-06-21T05:20:00Z,T-IND-07,9.24,700.2,38.5,67.2,73.4,0.5
2024-06-21T05:30:00Z,T-IND-07,9.26,707.6,39.4,67.8,74.3,0.5
2024-06-21T05:40:00Z,T-IND-07,8.65,518.3,39.2,65.5,70.3,0.5
2024-06-21T05:50:00Z,T-IND-07,6.1,85.6,39.4,60.5,64.5,0.5
2024-06-21T06:00:00Z,T-IND-07,9.74,880.7,40.0,70.2,78.6,0.5
2024-06-21T06:10:00Z,T-IND-07,8.92,597.5,39.3,66.9,71.8,0.5
2024-06-21T06:20:00Z,T-IND-07,7.33,233.7,39.4,62.3,67.7,0.5
2024-06-21T06:30:00Z,T-IND-07,8.92,597.1,40.0,66.5,73.2,0.5
2024-06-21T06:40:00Z,T-IND-07,7.25,220.7,40.9,63.5,67.6,0.5
2024-06-21T06:50:00Z,T-IND-07,9.0,622.0,40.4,67.9,74.4,0.5
2024-06-21T07:00:00Z,T-IND-07,7.16,207.5,41.4,64.5,68.4,0.5
2024-06-21T07:10:00Z,T-IND-07,7.77,311.9,41.4,66.1,69.1,0.5
2024-06-21T07:20:00Z,T-IND-07,9.38,748.9,41.2,70.2,75.9,0.5
2024-06-21T07:30:00Z,T-IND-07,9.84,923.2,41.3,72.4,79.1,0.5
2024-06-21T07:40:00Z,T-IND-07,9.19,684.6,41.5,69.8,75.8,0.5
2024-06-21T07:50:00Z,T-IND-07,8.68,528.2,41.5,67.5,73.2,0.5
2024-06-21T08:00:00Z,T-IND-07,6.95,177.6,41.4,64.3,68.4,0.5
2024-06-21T08:10:00Z,T-IND-07,8.96,608.4,41.6,68.2,75.2,0.5
2024-06-21T08:20:00Z,T-IND-07,9.8,904.1,41.4,72.1,79.2,0.5
2024-06-21T08:30:00Z,T-IND-07,9.04,635.9,41.0,68.9,75.3,0.5
2024-06-21T08:40:00Z,T-IND-07,9.44,767.7,42.4,71.2,78.1,0.5
2024-06-21T08:50:00Z,T-IND-07,9.37,744.4,42.2,70.8,77.8,0.5
2024-06-21T09:00:00Z,T-IND-07,9.33,730.6,42.2,70.8,77.3,0.5
2024-06-21T09:10:00Z,T-IND-07,9.82,915.1,42.4,73.2,80.3,0.5
2024-06-21T09:20:00Z,T-IND-07,9.57,816.8,42.0,72.4,79.6,0.5
2024-06-21T09:30:00Z,T-IND-07,11.38,1695.0,42.0,82.3,91.7,0.5
2024-06-21T09:40:00Z,T-IND-07,7.82,323.2,42.3,65.5,70.8,0.5
2024-06-21T09:50:00Z,T-IND-07,9.58,819.0,43.0,72.7,79.1,0.5
2024-06-21T10:00:00Z,T-IND-07,9.34,734.8,42.0,70.5,78.0,0.5
2024-06-21T10:10:00Z,T-IND-07,10.52,1225.4,41.4,76.0,84.2,0.5
2024-06-21T10:20:00Z,T-IND-07,10.47,1199.2,42.3,76.3,85.2,0.5
2024-06-21T10:30:00Z,T-IND-07,12.1,2100.0,43.0,87.9,98.7,0.18
2024-06-21T10:40:00Z,T-IND-07,12.51,2100.0,41.8,86.2,97.8,0.92
2024-06-21T10:50:00Z,T-IND-07,9.87,934.6,42.0,72.9,81.1,0.5
2024-06-21T11:00:00Z,T-IND-07,10.73,1328.7,42.6,79.1,86.2,0.5
2024-06-21T11:10:00Z,T-IND-07,11.0,1475.9,43.5,80.6,89.8,0.5
2024-06-21T11:20:00Z,T-IND-07,10.09,1024.7,41.8,73.7,81.6,0.5
2024-06-21T11:30:00Z,T-IND-07,11.59,1824.2,41.8,83.4,93.7,0.5
2024-06-21T11:40:00Z,T-IND-07,10.79,1363.3,42.4,79.0,86.7,0.5
2024-06-21T11:50:00Z,T-IND-07,10.04,1003.5,42.7,75.0,81.6,0.5
2024-06-21T12:00:00Z,T-IND-07,10.89,1416.7,41.9,79.6,88.3,0.5
2024-06-21T12:10:00Z,T-IND-07,10.24,1094.1,41.4,74.4,81.6,0.5
2024-06-21T12:20:00Z,T-IND-07,12.34,2100.0,42.1,86.7,98.6,0.61
2024-06-21T12:30:00Z,T-IND-07,13.27,2100.0,42.1,87.1,98.6,2.28
2024-06-21T12:40:00Z,T-IND-07,11.67,1877.3,42.5,85.7,94.7,0.5
2024-06-21T12:50:00Z,T-IND-07,11.59,1827.8,41.9,83.2,93.9,0.5
2024-06-21T13:00:00Z,T-IND-07,11.69,1889.2,41.9,84.8,94.2,0.5
2024-06-21T13:10:00Z,T-IND-07,12.77,2100.0,41.3,86.3,98.0,1.38
2024-06-21T13:20:00Z,T-IND-07,12.8,2100.0,42.3,86.6,98.4,1.43
2024-06-21T13:30:00Z,T-IND-07,11.57,1810.3,41.0,82.3,92.6,0.5
2024-06-21T13:40:00Z,T-IND-07,11.98,2083.6,40.8,85.8,96.6,0.5
2024-06-21T13:50:00Z,T-IND-07,12.42,2100.0,41.6,86.2,97.3,0.75
2024-06-21T14:00:00Z,T-IND-07,10.66,1296.2,40.1,76.1,84.0,0.5
2024-06-21T14:10:00Z,T-IND-07,13.05,2100.0,39.8,85.1,95.9,1.88
2024-06-21T14:20:00Z,T-IND-07,13.6,2100.0,40.4,85.7,96.2,2.88
2024-06-21T14:30:00Z,T-IND-07,13.06,2100.0,40.2,84.9,96.6,1.9
2024-06-21T14:40:00Z,T-IND-07,10.67,1300.7,39.9,75.9,83.3,0.5
2024-06-21T14:50:00Z,T-IND-07,9.97,974.9,40.2,71.6,79.0,0.5
2024-06-21T15:00:00Z,T-IND-07,12.67,2100.0,39.3,84.9,95.6,1.2
2024-06-21T15:10:00Z,T-IND-07,11.21,1595.2,39.5,78.0,87.8,0.5
2024-06-21T15:20:00Z,T-IND-07,12.27,2100.0,39.1,84.1,94.6,0.49
2024-06-21T15:30:00Z,T-IND-07,13.53,2100.0,38.7,83.7,94.6,2.75
2024-06-21T15:40:00Z,T-IND-07,11.34,1671.6,38.9,78.6,88.2,0.5
2024-06-21T15:50:00Z,T-IND-07,11.62,1846.6,39.1,81.6,91.0,0.5
2024-06-21T16:00:00Z,T-IND-07,12.28,2100.0,39.4,84.4,95.3,0.5
2024-06-21T16:10:00Z,T-IND-07,10.7,1313.6,38.6,74.0,82.6,0.5
2024-06-21T16:20:00Z,T-IND-07,11.23,1605.3,37.1,76.3,85.6,0.5
2024-06-21T16:30:00Z,T-IND-07,12.0,2100.0,37.9,82.6,93.8,0.0
2024-06-21T16:40:00Z,T-IND-07,11.66,1872.1,37.8,80.3,90.2,0.5
2024-06-21T16:50:00Z,T-IND-07,12.55,2100.0,37.9,83.0,94.0,1.0
2024-06-21T17:00:00Z,T-IND-07,14.69,2100.0,37.4,82.6,93.7,4.84
2024-06-21T17:10:00Z,T-IND-07,12.0,2100.0,37.7,82.6,93.2,0.0
2024-06-21T17:20:00Z,T-IND-07,11.03,1493.2,37.1,74.4,84.4,0.5
2024-06-21T17:30:00Z,T-IND-07,13.26,2100.0,37.4,82.7,93.7,2.27
2024-06-21T17:40:00Z,T-IND-07,10.22,1085.7,36.4,69.7,76.9,0.5
2024-06-21T17:50:00Z,T-IND-07,10.39,1161.4,36.5,70.0,77.7,0.5
2024-06-21T18:00:00Z,T-IND-07,11.14,1555.1,36.5,74.6,84.8,0.5
2024-06-21T18:10:00Z,T-IND-07,11.41,1715.2,35.8,76.0,86.5,0.5
2024-06-21T18:20:00Z,T-IND-07,11.03,1492.7,35.5,73.2,81.9,0.5
2024-06-21T18:30:00Z,T-IND-07,11.57,1814.4,35.4,76.6,86.8,0.5
2024-06-21T18:40:00Z,T-IND-07,11.83,1981.8,35.2,79.4,88.9,0.5
2024-06-21T18:50:00Z,T-IND-07,12.57,2100.0,35.6,81.4,91.1,1.02
2024-06-21T19:00:00Z,T-IND-07,11.54,1791.3,34.5,76.1,85.7,0.5
2024-06-21T19:10:00Z,T-IND-07,10.82,1379.6,34.4,70.7,78.8,0.5
2024-06-21T19:20:00Z,T-IND-07,12.34,2100.0,35.6,80.6,91.1,0.61
2024-06-21T19:30:00Z,T-IND-07,10.44,1188.1,34.5,67.9,76.6,0.5
2024-06-21T19:40:00Z,T-IND-07,9.56,814.3,34.7,64.1,72.0,0.5
2024-06-21T19:50:00Z,T-IND-07,12.33,2100.0,33.9,79.3,90.8,0.6
2024-06-21T20:00:00Z,T-IND-07,12.2,2100.0,34.4,79.1,90.5,0.36
2024-06-21T20:10:00Z,T-IND-07,10.19,1071.3,34.0,65.7,74.2,0.5
2024-06-21T20:20:00Z,T-IND-07,10.51,1220.0,33.5,68.1,76.2,0.5
2024-06-21T20:30:00Z,T-IND-07,9.91,952.4,34.6,65.9,73.1,0.5
2024-06-21T20:40:00Z,T-IND-07,11.08,1519.2,34.4,71.4,81.7,0.5
2024-06-21T20:50:00Z,T-IND-07,12.4,2100.0,33.8,79.0,90.5,0.73
2024-06-21T21:00:00Z,T-IND-07,11.29,1642.4,34.2,73.9,83.2,0.5
2024-06-21T21:10:00Z,T-IND-07,11.54,1794.5,34.5,76.3,84.7,0.5
2024-06-21T21:20:00Z,T-IND-07,11.24,1610.7,34.0,73.0,82.1,0.5
2024-06-21T21:30:00Z,T-IND-07,10.33,1135.0,33.8,67.3,74.0,0.5
2024-06-21T21:40:00Z,T-IND-07,11.33,1662.4,33.7,74.0,82.9,0.5
2024-06-21T21:50:00Z,T-IND-07,10.9,1418.6,33.8,70.8,79.5,0.5
2024-06-21T22:00:00Z,T-IND-07,11.5,1768.9,33.4,74.9,83.4,0.5
2024-06-21T22:10:00Z,T-IND-07,9.51,794.0,33.4,62.9,70.1,0.5
2024-06-21T22:20:00Z,T-IND-07,8.14,390.2,33.7,58.3,63.2,0.5
2024-06-21T22:30:00Z,T-IND-07,10.82,1379.9,33.3,69.5,78.1,0.5
2024-06-21T22:40:00Z,T-IND-07,10.03,1002.2,33.4,65.0,72.6,0.5
2024-06-21T22:50:00Z,T-IND-07,9.29,717.3,33.5,62.7,68.2,0.5
2024-06-21T23:00:00Z,T-IND-07,9.25,703.4,34.0,62.2,69.0,0.5
2024-06-21T23:10:00Z,T-IND-07,11.95,2063.5,33.1,77.6,87.9,0.5
2024-06-21T23:20:00Z,T-IND-07,8.65,520.4,33.9,60.1,65.8,0.5
2024-06-21T23:30:00Z,T-IND-07,8.34,439.5,34.0,59.6,64.2,0.5
2024-06-21T23:40:00Z,T-IND-07,9.18,681.2,34.1,62.6,68.4,0.5
2024-06-21T23:50:00Z,T-IND-07,10.18,1066.5,33.5,65.7,73.1,0.5
