Date_and_time,Turbine_identifier,Wind_speed,Active_power,Outdoor_temperature,Pitch_angle,Rotor_speed,Gearbox_bearing_temperature,Generator_stator_temperature
2024-03-15 22:30:00,R80711 (WTG-01),1.0,0.0,8.6,0.0,2.16,27.3,31.5
2024-03-15 22:40:00,R80711 (WTG-01),1.0,0.0,8.4,0.0,2.14,26.8,29.8
2024-03-15 22:50:00,R80711 (WTG-01),1.0,0.0,8.6,0.0,2.09,26.5,30.1
2024-03-15 23:00:00,R80711 (WTG-01),1.0,0.0,7.7,0.0,2.26,25.9,29.3
2024-03-15 23:10:00,R80711 (WTG-01),1.0,0.0,8.3,0.0,2.28,26.5,31.1
2024-03-15 23:20:00,R80711 (WTG-01),1.0,0.0,8.4,0.0,2.28,26.4,30.5
2024-03-15 23:30:00,R80711 (WTG-01),1.0,0.0,7.3,0.0,2.48,25.1,30.0
2024-03-15 23:40:00,R80711 (WTG-01),1.0,0.0,7.5,0.0,2.44,25.7,29.1
2024-03-15 23:50:00,R80711 (WTG-01),1.0,0.0,7.2,0.0,2.31,24.9,29.9
2024-03-16 00:00:00,R80711 (WTG-01),1.0,0.0,7.9,0.0,2.45,25.8,29.2
2024-03-16 00:10:00,R80711 (WTG-01),1.0,0.0,8.3,0.0,2.39,26.0,30.8
2024-03-16 00:20:00,R80711 (WTG-01),1.0,0.0,8.7,0.0,2.21,26.4,30.3
2024-03-16 00:30:00,R80711 (WTG-01),1.0,0.0,8.1,0.0,2.31,26.3,31.5
2024-03-16 00:40:00,R80711 (WTG-01),1.0,0.0,8.8,0.0,2.08,26.2,31.2
2024-03-16 00:50:00,R80711 (WTG-01),1.0,0.0,7.6,0.0,2.11,25.8,30.4
2024-03-16 01:00:00,R80711 (WTG-01),1.0,0.0,7.6,0.0,2.27,26.4,29.2
2024-03-16 01:10:00,R80711 (WTG-01),1.0,0.0,8.3,0.0,2.3,25.6,30.5
2024-03-16 01:20:00,R80711 (WTG-01),1.0,0.0,8.5,0.0,2.07,26.5,30.1
2024-03-16 01:30:00,R80711 (WTG-01),1.0,0.0,8.5,0.0,2.21,27.3,31.0
2024-03-16 01:40:00,R80711 (WTG-01),1.0,0.0,7.7,0.0,2.5,26.3,30.1
2024-03-16 01:50:00,R80711 (WTG-01),1.0,0.0,8.6,0.0,2.14,27.4,29.9
2024-03-16 02:00:00,R80711 (WTG-01),1.2,0.0,8.2,0.0,2.18,25.9,30.2
2024-03-16 02:10:00,R80711 (WTG-01),1.0,0.0,9.1,0.0,2.03,26.7,30.7
2024-03-16 02:20:00,R80711 (WTG-01),1.0,0.0,9.1,0.0,2.27,27.5,31.3
2024-03-16 02:30:00,R80711 (WTG-01),1.0,0.0,8.7,0.0,2.27,27.1,30.0
2024-03-16 02:40:00,R80711 (WTG-01),1.0,0.0,9.0,0.0,2.33,26.4,32.0
2024-03-16 02:50:00,R80711 (WTG-01),1.0,0.0,8.9,0.0,2.23,27.1,31.0
2024-03-16 03:00:00,R80711 (WTG-01),1.0,0.0,9.4,0.0,2.48,27.1,31.8
2024-03-16 03:10:00,R80711 (WTG-01),1.0,0.0,10.0,0.0,2.1,27.5,31.4
2024-03-16 03:20:00,R80711 (WTG-01),1.0,0.0,9.3,0.0,2.23,27.4,30.9
2024-03-16 03:30:00,R80711 (WTG-01),1.0,0.0,10.1,0.0,2.33,28.7,31.8
2024-03-16 03:40:00,R80711 (WTG-01),1.0,0.0,9.8,0.0,2.08,27.1,32.5
2024-03-16 03:50:00,R80711 (WTG-01),2.33,0.0,9.9,0.0,2.26,27.9,31.4
2024-03-16 04:00:00,R80711 (WTG-01),1.0,0.0,10.3,0.0,2.38,28.4,32.4
2024-03-16 04:10:00,R80711 (WTG-01),1.0,0.0,10.1,0.0,2.39,28.0,31.4
2024-03-16 04:20:00,R80711 (WTG-01),1.0,0.0,10.4,0.0,2.18,28.0,31.3
2024-03-16 04:30:00,R80711 (WTG-01),1.0,0.0,10.4,0.0,2.2,28.6,33.6
2024-03-16 04:40:00,R80711 (WTG-01),1.0,0.0,11.8,0.0,2.26,29.2,33.8
2024-03-16 04:50:00,R80711 (WTG-01),1.29,0.0,11.2,0.0,2.5,29.6,33.0
2024-03-16 05:00:00,R80711 (WTG-01),1.37,0.0,11.1,0.0,2.47,29.3,33.1
2024-03-16 05:10:00,R80711 (WTG-01),2.18,0.0,11.6,0.0,2.19,29.6,33.9
2024-03-16 05:20:00,R80711 (WTG-01),1.36,0.0,11.6,0.0,2.15,29.9,33.5
2024-03-16 05:30:00,R80711 (WTG-01),3.25,0.0,11.8,0.55,7.32,29.8,33.8
2024-03-16 05:40:00,R80711 (WTG-01),1.35,0.0,12.3,0.0,2.32,30.2,34.4
2024-03-16 05:50:00,R80711 (WTG-01),5.1,62.9,12.5,0.47,10.21,31.6,34.1
2024-03-16 06:00:00,R80711 (WTG-01),2.75,0.0,12.2,0.0,2.07,32.2,33.8
2024-03-16 06:10:00,R80711 (WTG-01),1.14,0.0,12.3,0.0,2.01,32.4,34.6
2024-03-16 06:20:00,R80711 (WTG-01),1.06,0.0,12.6,0.0,2.22,32.9,34.7
2024-03-16 06:30:00,R80711 (WTG-01),3.09,0.0,12.0,0.41,6.88,31.7,34.3
2024-03-16 06:40:00,R80711 (WTG-01),2.42,0.0,12.5,0.0,2.31,32.5,34.7
2024-03-16 06:50:00,R80711 (WTG-01),3.72,0.0,13.8,0.49,8.43,34.2,35.6
2024-03-16 07:00:00,R80711 (WTG-01),3.61,0.0,14.1,0.53,8.22,34.8,35.6
2024-03-16 07:10:00,R80711 (WTG-01),3.13,0.0,13.5,0.59,7.19,35.4,34.8
2024-03-16 07:20:00,R80711 (WTG-01),2.38,0.0,14.0,0.0,2.44,34.8,35.1
2024-03-16 07:30:00,R80711 (WTG-01),1.76,0.0,14.0,0.0,2.18,35.0,36.7
2024-03-16 07:40:00,R80711 (WTG-01),3.22,0.0,15.3,0.59,7.57,36.4,37.2
2024-03-16 07:50:00,R80711 (WTG-01),4.97,15.5,14.6,0.5,10.38,35.7,37.0
2024-03-16 08:00:00,R80711 (WTG-01),4.38,0.0,14.3,0.4,9.51,34.7,37.5
2024-03-16 08:10:00,R80711 (WTG-01),2.81,0.0,14.1,0.0,2.42,35.6,35.5
2024-03-16 08:20:00,R80711 (WTG-01),4.69,6.9,14.0,0.41,9.86,36.6,35.3
2024-03-16 08:30:00,R80711 (WTG-01),5.12,2.7,14.8,0.65,10.33,36.3,37.5
2024-03-16 08:40:00,R80711 (WTG-01),3.78,0.0,14.6,0.68,8.78,36.2,37.9
2024-03-16 08:50:00,R80711 (WTG-01),5.2,20.9,14.4,0.57,10.51,37.3,37.7
2024-03-16 09:00:00,R80711 (WTG-01),5.26,33.1,14.8,0.42,10.61,37.1,38.6
2024-03-16 09:10:00,R80711 (WTG-01),4.0,4.8,14.8,0.46,9.03,36.4,36.3
2024-03-16 09:20:00,R80711 (WTG-01),5.97,91.9,16.0,0.43,10.96,39.8,40.3
2024-03-16 09:30:00,R80711 (WTG-01),6.39,120.3,15.8,0.6,11.37,39.1,40.7
2024-03-16 09:40:00,R80711 (WTG-01),7.19,201.6,15.5,0.47,12.4,41.1,41.2
2024-03-16 09:50:00,R80711 (WTG-01),7.32,259.3,16.2,0.44,12.42,42.4,42.8
2024-03-16 10:00:00,R80711 (WTG-01),4.57,33.8,15.7,0.55,9.87,39.5,38.0
2024-03-16 10:10:00,R80711 (WTG-01),5.26,19.9,15.4,0.4,10.12,39.6,37.1
2024-03-16 10:20:00,R80711 (WTG-01),7.17,200.0,16.4,0.47,12.18,42.6,42.3
2024-03-16 10:30:00,R80711 (WTG-01),7.32,218.4,16.0,0.48,12.29,42.1,42.7
2024-03-16 10:40:00,R80711 (WTG-01),7.48,260.3,15.5,0.57,12.48,42.9,42.0
2024-03-16 10:50:00,R80711 (WTG-01),11.64,1793.1,15.8,0.54,14.69,63.5,68.8
2024-03-16 11:00:00,R80711 (WTG-01),7.85,339.3,15.6,0.5,12.67,44.6,43.5
2024-03-16 11:10:00,R80711 (WTG-01),8.67,552.4,15.4,0.56,12.79,47.0,47.1
2024-03-16 11:20:00,R80711 (WTG-01),8.6,512.5,16.4,0.57,13.07,46.5,47.0
2024-03-16 11:30:00,R80711 (WTG-01),8.37,423.4,16.8,0.44,13.07,47.2,46.2
2024-03-16 11:40:00,R80711 (WTG-01),7.35,213.2,15.4,0.54,12.49,42.0,41.0
2024-03-16 11:50:00,R80711 (WTG-01),8.77,539.8,16.2,0.42,13.33,47.6,47.7
2024-03-16 12:00:00,R80711 (WTG-01),7.06,174.4,15.7,0.46,12.19,42.1,41.7
2024-03-16 12:10:00,R80711 (WTG-01),7.82,309.3,15.8,0.52,12.77,43.6,42.0
2024-03-16 12:20:00,R80711 (WTG-01),7.64,258.3,15.7,0.63,12.35,44.9,41.8
2024-03-16 12:30:00,R80711 (WTG-01),8.44,454.4,15.5,0.65,13.4,47.3,46.0
2024-03-16 12:40:00,R80711 (WTG-01),11.22,1579.3,15.9,0.56,14.76,61.8,64.3
2024-03-16 12:50:00,R80711 (WTG-01),6.31,101.9,15.5,0.48,11.37,42.0,39.8
2024-03-16 13:00:00,R80711 (WTG-01),9.47,763.8,15.8,0.65,13.4,51.1,50.5
2024-03-16 13:10:00,R80711 (WTG-01),6.81,127.2,15.6,0.49,11.83,43.2,40.2
2024-03-16 13:20:00,R80711 (WTG-01),8.27,395.2,15.5,0.69,13.13,46.3,44.1
2024-03-16 13:30:00,R80711 (WTG-01),10.22,1045.0,15.2,0.46,14.28,55.6,55.9
2024-03-16 13:40:00,R80711 (WTG-01),9.07,621.9,15.2,0.39,13.42,48.2,48.0
2024-03-16 13:50:00,R80711 (WTG-01),7.77,303.7,15.6,0.45,12.24,45.5,42.5
2024-03-16 14:00:00,R80711 (WTG-01),8.28,395.4,15.4,0.21,12.89,47.3,45.2
2024-03-16 14:10:00,R80711 (WTG-01),10.01,962.6,14.7,0.44,14.04,53.1,53.4
2024-03-16 14:20:00,R80711 (WTG-01),8.38,448.5,15.1,0.62,12.94,46.9,44.2
2024-03-16 14:30:00,R80711 (WTG-01),9.56,782.6,15.2,0.48,13.76,52.3,50.1
2024-03-16 14:40:00,R80711 (WTG-01),9.4,760.6,14.1,0.47,13.59,50.2,47.6
2024-03-16 14:50:00,R80711 (WTG-01),8.61,508.6,14.9,0.57,13.05,48.0,45.9
2024-03-16 15:00:00,R80711 (WTG-01),11.99,2022.3,14.2,0.45,15.16,67.6,71.0
2024-03-16 15:10:00,R80711 (WTG-01),10.21,1033.3,14.6,0.55,14.05,54.3,54.9
2024-03-16 15:20:00,R80711 (WTG-01),7.04,174.4,13.9,0.42,12.07,43.4,38.3
2024-03-16 15:30:00,R80711 (WTG-01),9.71,850.4,13.4,0.54,13.91,51.7,49.7
2024-03-16 15:40:00,R80711 (WTG-01),8.7,508.9,13.3,0.51,12.95,45.5,44.2
2024-03-16 15:50:00,R80711 (WTG-01),10.52,1210.8,13.8,0.26,14.03,57.5,57.7
2024-03-16 16:00:00,R80711 (WTG-01),8.55,480.2,13.7,0.43,13.03,48.0,43.5
2024-03-16 16:10:00,R80711 (WTG-01),9.35,708.8,13.1,0.45,13.37,50.0,48.2
2024-03-16 16:20:00,R80711 (WTG-01),10.08,1003.8,13.5,0.47,13.93,53.7,53.2
2024-03-16 16:30:00,R80711 (WTG-01),10.5,1183.0,12.5,0.48,14.85,56.1,54.2
2024-03-16 16:40:00,R80711 (WTG-01),7.99,343.1,12.9,0.61,12.72,44.4,41.3
2024-03-16 16:50:00,R80711 (WTG-01),9.0,596.8,12.3,0.69,13.56,47.8,45.3
2024-03-16 17:00:00,R80711 (WTG-01),8.79,547.5,12.4,0.59,13.32,47.1,43.3
2024-03-16 17:10:00,R80711 (WTG-01),8.54,492.3,12.5,0.47,12.98,46.5,43.1
2024-03-16 17:20:00,R80711 (WTG-01),11.39,1691.0,11.9,0.39,14.69,63.7,62.7
2024-03-16 17:30:00,R80711 (WTG-01),9.7,853.2,11.9,0.39,13.85,51.6,49.1
2024-03-16 17:40:00,R80711 (WTG-01),7.64,299.2,12.3,0.76,12.58,44.7,39.5
2024-03-16 17:50:00,R80711 (WTG-01),10.19,1040.5,11.5,0.53,13.99,54.1,52.1
2024-03-16 18:00:00,R80711 (WTG-01),11.57,1752.0,11.9,0.61,15.04,64.2,62.5
2024-03-16 18:10:00,R80711 (WTG-01),10.18,1032.3,10.9,0.63,14.03,53.1,50.3
2024-03-16 18:20:00,R80711 (WTG-01),7.04,197.6,11.4,0.55,11.98,42.6,36.6
2024-03-16 18:30:00,R80711 (WTG-01),8.19,379.8,11.6,0.66,12.77,46.2,41.0
2024-03-16 18:40:00,R80711 (WTG-01),10.2,1065.1,9.9,0.46,14.13,53.3,49.5
2024-03-16 18:50:00,R80711 (WTG-01),7.73,303.3,10.4,0.38,12.77,43.3,37.7
2024-03-16 19:00:00,R80711 (WTG-01),9.01,615.9,10.8,0.47,13.47,48.1,43.8
2024-03-16 19:10:00,R80711 (WTG-01),9.3,684.2,10.3,0.51,13.92,48.4,43.6
2024-03-16 19:20:00,R80711 (WTG-01),7.15,208.7,10.4,0.52,12.18,42.8,36.3
2024-03-16 19:30:00,R80711 (WTG-01),8.07,384.1,9.8,0.54,12.71,44.9,39.5
2024-03-16 19:40:00,R80711 (WTG-01),4.14,2.1,10.0,0.4,9.42,39.5,30.7
2024-03-16 19:50:00,R80711 (WTG-01),6.67,151.8,9.7,0.45,11.73,41.6,34.4
2024-03-16 20:00:00,R80711 (WTG-01),7.47,261.3,10.1,0.46,12.44,43.3,37.0
